ensg hgnc
ENSG00000134193 REG4
ENSG00000134250 NOTCH2
ENSG00000236933 RP11-439A17.7
ENSG00000188610 FAM72B
ENSG00000198019 FCGR1B
ENSG00000269996 RP11-343N15.5
ENSG00000272583 RP11-344P13.6
ENSG00000203849 RP11-417J8.6
ENSG00000234978 RP11-423O2.5
ENSG00000230850 RP11-782C8.1
ENSG00000232336 RP11-782C8.3
ENSG00000225278 RP11-782C8.5
ENSG00000185044 RP11-435B5.4
ENSG00000223804 RP6-206I17.1
ENSG00000231734 RP6-206I17.2
ENSG00000235398 LINC00623
ENSG00000231360 AL592284.1
ENSG00000236943 RP11-640M9.1
ENSG00000168614 NBPF9
ENSG00000178104 PDE4DIP
ENSG00000268172 AL590452.1
ENSG00000272755 RP11-326G21.1
ENSG00000213240 NOTCH2NL
ENSG00000163386 NBPF10
ENSG00000117289 TXNIP
ENSG00000121851 POLR3GL
ENSG00000181039 ANKRD34A
ENSG00000234222 RP11-315I20.1
ENSG00000152022 LIX1L
ENSG00000131795 RBM8A
ENSG00000131779 PEX11B
ENSG00000143127 ITGA10
ENSG00000198483 ANKRD35
ENSG00000131788 PIAS3
ENSG00000186364 NUDT17
ENSG00000186141 POLR3C
ENSG00000121848 RNF115
ENSG00000117262 GPR89A
ENSG00000152042 NBPF11
ENSG00000186275 NBPF12
ENSG00000131791 PRKAB2
ENSG00000237188 RP11-337C18.8
ENSG00000131781 FMO5
ENSG00000271721 RP11-337C18.9
ENSG00000131778 CHD1L
ENSG00000116128 BCL9
ENSG00000162836 ACP6
ENSG00000188092 GPR89B
ENSG00000122497 NBPF14
ENSG00000236140 RP11-89F3.2
ENSG00000203832 NBPF20
ENSG00000243452 NBPF15
ENSG00000237253 RP11-666A1.5
ENSG00000203827 NBPF16
ENSG00000237343 RP11-763B22.4
ENSG00000232527 RP11-14N7.2
ENSG00000232721 RP11-403I13.5
ENSG00000223779 RP11-403I13.4
ENSG00000235999 RP11-403I13.8
ENSG00000203817 FAM72C
ENSG00000268544 RP11-277L2.4
ENSG00000233368 RP11-277L2.3
ENSG00000223759 RP11-353N4.4
ENSG00000150337 FCGR1A
ENSG00000203814 HIST2H2BF
ENSG00000233030 RP11-196G18.3
ENSG00000183598 HIST2H3D
ENSG00000272993 RP11-196G18.24
ENSG00000184678 HIST2H2BE
ENSG00000184260 HIST2H2AC
ENSG00000184270 HIST2H2AB
ENSG00000178096 BOLA1
ENSG00000159164 SV2A
ENSG00000143368 SF3B4
ENSG00000014914 MTMR11
ENSG00000163113 OTUD7B
ENSG00000136631 VPS45
ENSG00000023902 PLEKHO1
ENSG00000143401 ANP32E
ENSG00000117362 APH1A
ENSG00000118292 C1orf54
ENSG00000159208 C1orf51
ENSG00000187145 MRPS21
ENSG00000117360 PRPF3
ENSG00000163125 RPRD2
ENSG00000143374 TARS2
ENSG00000143369 ECM1
ENSG00000228126 LINC00568
ENSG00000143382 ADAMTSL4
ENSG00000143384 MCL1
ENSG00000143420 ENSA
ENSG00000143457 GOLPH3L
ENSG00000163131 CTSS
ENSG00000143387 CTSK
ENSG00000143437 ARNT
ENSG00000143379 SETDB1
ENSG00000143418 CERS2
ENSG00000143412 ANXA9
ENSG00000143409 FAM63A
ENSG00000143363 PRUNE
ENSG00000163141 BNIPL
ENSG00000143443 C1orf56
ENSG00000197622 CDC42SE1
ENSG00000213190 MLLT11
ENSG00000143458 GABPB2
ENSG00000143434 SEMA6C
ENSG00000163154 TNFAIP8L2
ENSG00000163156 SCNM1
ENSG00000163157 TMOD4
ENSG00000163159 VPS72
ENSG00000143398 PIP5K1A
ENSG00000159352 PSMD4
ENSG00000232671 RP11-126K1.2
ENSG00000143373 ZNF687
ENSG00000143393 PI4KB
ENSG00000143390 RFX5
ENSG00000237976 RP11-126K1.6
ENSG00000159377 PSMB4
ENSG00000143442 POGZ
ENSG00000143367 TUFT1
ENSG00000143376 SNX27
ENSG00000269621 RP11-98D18.15
ENSG00000143436 MRPL9
ENSG00000143450 OAZ3
ENSG00000249602 RP11-98D18.3
ENSG00000268288 RP11-98D18.16
ENSG00000182134 TDRKH
ENSG00000203288 RP11-98D18.9
ENSG00000213171 LINGO4
ENSG00000143365 RORC
ENSG00000225556 C2CD4D
ENSG00000234614 AL450992.2
ENSG00000159445 THEM4
ENSG00000197747 S100A10
ENSG00000163191 S100A11
ENSG00000236427 RP11-107M16.2
ENSG00000163220 S100A9
ENSG00000163221 S100A12
ENSG00000143546 S100A8
ENSG00000197956 S100A6
ENSG00000196420 S100A5
ENSG00000196154 S100A4
ENSG00000196754 S100A2
ENSG00000189171 S100A13
ENSG00000272030 RP1-178F15.4
ENSG00000160679 CHTOP
ENSG00000143553 SNAPIN
ENSG00000143621 ILF2
ENSG00000143624 INTS3
ENSG00000143554 SLC27A3
ENSG00000143614 GATAD2B
ENSG00000198837 DENND4B
ENSG00000160741 CRTC2
ENSG00000143570 SLC39A1
ENSG00000273026 RP11-422P24.10
ENSG00000143578 CREB3L4
ENSG00000143543 JTB
ENSG00000272654 RP11-422P24.11
ENSG00000143545 RAB13
ENSG00000177954 RPS27
ENSG00000143549 TPM3
ENSG00000143612 C1orf43
ENSG00000143569 UBAP2L
ENSG00000143575 HAX1
ENSG00000143515 ATP8B2
ENSG00000228013 RP11-350G8.5
ENSG00000160712 IL6R
ENSG00000273110 RP11-350G8.9
ENSG00000160714 UBE2Q1
ENSG00000160710 ADAR
ENSG00000163344 PMVK
ENSG00000270361 RP11-307C12.13
ENSG00000163346 PBXIP1
ENSG00000163348 PYGO2
ENSG00000271380 RP11-307C12.12
ENSG00000160691 SHC1
ENSG00000173207 CKS1B
ENSG00000160688 FLAD1
ENSG00000160685 ZBTB7B
ENSG00000163354 DCST2
ENSG00000232093 RP11-307C12.11
ENSG00000143537 ADAM15
ENSG00000243364 EFNA4
ENSG00000143590 EFNA3
ENSG00000169242 EFNA1
ENSG00000169241 SLC50A1
ENSG00000179085 DPM3
ENSG00000163463 KRTCAP2
ENSG00000163462 TRIM46
ENSG00000185499 MUC1
ENSG00000169231 THBS3
ENSG00000173171 MTX1
ENSG00000177628 GBA
ENSG00000160767 FAM189B
ENSG00000116521 SCAMP3
ENSG00000176444 CLK2
ENSG00000160752 FDPS
ENSG00000225855 RUSC1-AS1
ENSG00000160753 RUSC1
ENSG00000116539 ASH1L
ENSG00000125459 MSTO1
ENSG00000163374 YY1AP1
ENSG00000132676 DAP3
ENSG00000116580 GON4L
ENSG00000132718 SYT11
ENSG00000143622 RIT1
ENSG00000132680 KIAA0907
ENSG00000116584 ARHGEF2
ENSG00000273002 RP11-336K24.12
ENSG00000163479 SSR2
ENSG00000160803 UBQLN4
ENSG00000116586 LAMTOR2
ENSG00000132698 RAB25
ENSG00000254726 MEX3A
ENSG00000160789 LMNA
ENSG00000196189 SEMA4A
ENSG00000160785 SLC25A44
ENSG00000160783 PMF1
ENSG00000242252 BGLAP
ENSG00000160781 PAQR6
ENSG00000198952 SMG5
ENSG00000163472 TMEM79
ENSG00000198715 C1orf85
ENSG00000163468 CCT3
ENSG00000163467 TSACC
ENSG00000125462 C1orf61
ENSG00000236947 RP11-98G7.1
ENSG00000116604 MEF2D
ENSG00000187862 TTC24
ENSG00000163382 APOA1BP
ENSG00000160818 GPATCH4
ENSG00000143320 CRABP2
ENSG00000143319 ISG20L2
ENSG00000143303 RRNAD1
ENSG00000143314 MRPL24
ENSG00000143321 HDGF
ENSG00000143294 PRCC
ENSG00000027869 SH2D2A
ENSG00000198400 NTRK1
ENSG00000132694 ARHGEF11
ENSG00000117036 ETV3
ENSG00000229961 RP11-71G12.1
ENSG00000143297 FCRL5
ENSG00000160856 FCRL3
ENSG00000227217 RP11-367J7.3
ENSG00000132704 FCRL2
ENSG00000163534 FCRL1
ENSG00000158473 CD1D
ENSG00000176320 RP11-404O13.5
ENSG00000158477 CD1A
ENSG00000158481 CD1C
ENSG00000158485 CD1B
ENSG00000158488 CD1E
ENSG00000163563 MNDA
ENSG00000163564 PYHIN1
ENSG00000163565 IFI16
ENSG00000163568 AIM2
ENSG00000162706 CADM3
ENSG00000179639 FCER1A
ENSG00000158716 DUSP23
ENSG00000181036 FCRL6
ENSG00000158714 SLAMF8
ENSG00000188004 C1orf204
ENSG00000243284 VSIG8
ENSG00000213085 CCDC19
ENSG00000269620 AL590560.1
ENSG00000158710 TAGLN2
ENSG00000162723 SLAMF9
ENSG00000224259 LINC01133
ENSG00000143315 PIGM
ENSG00000162729 IGSF8
ENSG00000227741 RP11-536C5.7
ENSG00000162734 PEA15
ENSG00000132716 DCAF8
ENSG00000228606 RP11-574F21.2
ENSG00000162735 PEX19
ENSG00000122218 COPA
ENSG00000162736 NCSTN
ENSG00000162739 SLAMF6
ENSG00000234425 RP11-528G1.2
ENSG00000066294 CD84
ENSG00000117090 SLAMF1
ENSG00000228863 RP11-404F10.2
ENSG00000117091 CD48
ENSG00000026751 SLAMF7
ENSG00000122224 LY9
ENSG00000122223 CD244
ENSG00000179914 ITLN1
ENSG00000158769 F11R
ENSG00000215845 TSTD1
ENSG00000158773 USF1
ENSG00000186517 ARHGAP30
ENSG00000162755 KLHDC9
ENSG00000143256 PFDN2
ENSG00000158793 NIT1
ENSG00000158796 DEDD
ENSG00000143222 UFC1
ENSG00000143258 USP21
ENSG00000143224 PPOX
ENSG00000158850 B4GALT3
ENSG00000158859 ADAMTS4
ENSG00000158864 NDUFS2
ENSG00000158869 FCER1G
ENSG00000158882 TOMM40L
ENSG00000158887 MPZ
ENSG00000143252 SDHC
ENSG00000235477 RP11-122G18.5
ENSG00000143226 FCGR2A
ENSG00000173110 HSPA6
ENSG00000203747 FCGR3A
ENSG00000072694 FCGR2B
ENSG00000132185 FCRLA
ENSG00000162746 FCRLB
ENSG00000081721 DUSP12
ENSG00000226889 RP11-474I16.8
ENSG00000118217 ATF6
ENSG00000152332 UHMK1
ENSG00000259788 RP11-359K18.3
ENSG00000117143 UAP1
ENSG00000132196 HSD17B7
ENSG00000143248 RGS5
ENSG00000232995 RP11-267N12.3
ENSG00000143228 NUF2
ENSG00000185630 PBX1
ENSG00000143198 MGST3
ENSG00000143149 ALDH9A1
ENSG00000143183 TMCO1
ENSG00000224358 RP11-466F5.8
ENSG00000143179 UCK2
ENSG00000143157 POGK
ENSG00000152382 TADA1
ENSG00000237096 RP4-782G3.1
ENSG00000143167 GPA33
ENSG00000272205 RP11-277B15.3
ENSG00000143190 POU2F1
ENSG00000198821 CD247
ENSG00000273160 RP11-104L21.3
ENSG00000143162 CREG1
ENSG00000241666 RP3-455J7.4
ENSG00000198771 RCSD1
ENSG00000197965 MPZL1
ENSG00000143158 MPC2
ENSG00000143164 DCAF6
ENSG00000143147 GPR161
ENSG00000143155 TIPRL
ENSG00000213064 SFT2D2
ENSG00000143178 TBX19
ENSG00000143185 XCL2
ENSG00000143184 XCL1
ENSG00000143153 ATP1B1
ENSG00000143156 NME7
ENSG00000117475 BLZF1
ENSG00000117477 CCDC181
ENSG00000117479 SLC19A2
ENSG00000198734 F5
ENSG00000174175 SELP
ENSG00000000460 C1orf112
ENSG00000188404 SELL
ENSG00000171806 METTL18
ENSG00000000457 SCYL3
ENSG00000075945 KIFAP3
ENSG00000120370 GORAB
ENSG00000010932 FMO1
ENSG00000076258 FMO4
ENSG00000117523 PRRC2C
ENSG00000117533 VAMP4
ENSG00000010165 METTL13
ENSG00000197959 DNM3
ENSG00000135845 PIGC
ENSG00000094975 SUCO
ENSG00000117560 FASLG
ENSG00000203739 RP11-296O14.3
ENSG00000117592 PRDX6
ENSG00000076321 KLHL20
ENSG00000120334 CENPL
ENSG00000117593 DARS2
ENSG00000270084 GAS5-AS1
ENSG00000185278 ZBTB37
ENSG00000135870 RC3H1
ENSG00000224977 RP11-160H22.3
ENSG00000227373 RP11-160H22.5
ENSG00000152061 RABGAP1L
ENSG00000116161 CACYBP
ENSG00000120333 MRPS14
ENSG00000120332 TNN
ENSG00000235750 KIAA0040
ENSG00000227740 RP11-318C24.2
ENSG00000143207 RFWD2
ENSG00000236021 RP11-195C7.1
ENSG00000213057 C1orf220
ENSG00000273384 RP5-1098D14.1
ENSG00000273062 RP11-428K3.1
ENSG00000116191 RALGPS2
ENSG00000116199 FAM20B
ENSG00000186283 TOR3A
ENSG00000143322 ABL2
ENSG00000057252 SOAT1
ENSG00000162779 AXDND1
ENSG00000169905 TOR1AIP2
ENSG00000272906 RP11-533E19.7
ENSG00000143337 TOR1AIP1
ENSG00000260360 RP11-533E19.5
ENSG00000135837 CEP350
ENSG00000116260 QSOX1
ENSG00000121454 LHX4
ENSG00000230124 RP5-1180C10.2
ENSG00000135847 ACBD6
ENSG00000143324 XPR1
ENSG00000243155 RP11-46A10.5
ENSG00000232586 RP11-46A10.4
ENSG00000135823 STX6
ENSG00000153029 MR1
ENSG00000162783 IER5
ENSG00000272198 RP11-309G3.3
ENSG00000135821 GLUL
ENSG00000135828 RNASEL
ENSG00000143333 RGS16
ENSG00000135838 NPL
ENSG00000135829 DHX9
ENSG00000135862 LAMC1
ENSG00000116698 SMG7
ENSG00000116701 NCF2
ENSG00000162704 ARPC5
ENSG00000143344 RGL1
ENSG00000198860 TSEN15
ENSG00000116667 C1orf21
ENSG00000116406 EDEM3
ENSG00000135842 FAM129A
ENSG00000121481 RNF2
ENSG00000121486 TRMT1L
ENSG00000116668 SWT1
ENSG00000116679 IVNS1ABP
ENSG00000273004 GS1-279B7.2
ENSG00000116690 PRG4
ENSG00000047410 TPR
ENSG00000157181 C1orf27
ENSG00000073756 PTGS2
ENSG00000273129 RP5-973M2.2
ENSG00000150681 RGS18
ENSG00000090104 RGS1
ENSG00000116741 RGS2
ENSG00000116750 UCHL5
ENSG00000116747 TROVE2
ENSG00000023572 GLRX2
ENSG00000134371 CDC73
ENSG00000000971 CFH
ENSG00000066279 ASPM
ENSG00000177888 ZBTB41
ENSG00000134376 CRB1
ENSG00000213047 DENND1B
ENSG00000203724 C1orf53
ENSG00000151414 NEK7
ENSG00000081237 PTPRC
ENSG00000229989 MIR181A1HG
ENSG00000162702 ZNF281
ENSG00000118197 DDX59
ENSG00000170128 GPR25
ENSG00000116852 KIF21B
ENSG00000232237 ASCL5
ENSG00000116857 TMEM9
ENSG00000174307 PHLDA3
ENSG00000159176 CSRP1
ENSG00000224536 RP11-134G8.7
ENSG00000223396 RPS10P7
ENSG00000134369 NAV1
ENSG00000231871 IPO9-AS1
ENSG00000198700 IPO9
ENSG00000198892 SHISA4
ENSG00000134375 TIMM17A
ENSG00000176393 RNPEP
ENSG00000163435 ELF3
ENSG00000143862 ARL8A
ENSG00000143851 PTPN7
ENSG00000077152 UBE2T
ENSG00000077157 PPP1R12B
ENSG00000117139 KDM5B
ENSG00000228288 PCAT6
ENSG00000183155 RABIF
ENSG00000117153 KLHL12
ENSG00000159346 ADIPOR1
ENSG00000159348 CYB5R1
ENSG00000163444 TMEM183A
ENSG00000143847 PPFIA4
ENSG00000163485 ADORA1
ENSG00000133063 CHIT1
ENSG00000231507 RP11-134P9.3
ENSG00000233791 LINC01136
ENSG00000159388 BTG2
ENSG00000058668 ATP2B4
ENSG00000122188 LAX1
ENSG00000058673 ZC3H11A
ENSG00000257315 ZBED6
ENSG00000182004 SNRPE
ENSG00000170498 KISS1
ENSG00000158615 PPP1R15B
ENSG00000133056 PIK3C2B
ENSG00000198625 MDM4
ENSG00000240710 RP11-430C7.4
ENSG00000240219 RP11-430C7.5
ENSG00000174529 TMEM81
ENSG00000117222 RBBP5
ENSG00000133059 DSTYK
ENSG00000163545 NUAK2
ENSG00000117266 CDK18
ENSG00000174514 MFSD4
ENSG00000158711 ELK4
ENSG00000158715 SLC45A3
ENSG00000069275 NUCKS1
ENSG00000117280 RAB7L1
ENSG00000133065 SLC41A1
ENSG00000229874 RP11-312O7.2
ENSG00000196550 FAM72A
ENSG00000196533 C1orf186
ENSG00000163486 SRGAP2
ENSG00000143466 IKBKE
ENSG00000261000 RP11-534L20.5
ENSG00000136653 RASSF5
ENSG00000143486 EIF2D
ENSG00000237605 RP11-343H5.6
ENSG00000143479 DYRK3
ENSG00000162889 MAPKAPK2
ENSG00000142224 IL19
ENSG00000162892 IL24
ENSG00000162894 FAIM3
ENSG00000180667 YOD1
ENSG00000123836 PFKFB2
ENSG00000123843 C4BPB
ENSG00000196352 CD55
ENSG00000117322 CR2
ENSG00000203710 CR1
ENSG00000197721 CR1L
ENSG00000117335 CD46
ENSG00000076356 PLXNA2
ENSG00000227591 RP1-28O10.1
ENSG00000123689 G0S2
ENSG00000117594 HSD11B1
ENSG00000009790 TRAF3IP3
ENSG00000117597 DIEXF
ENSG00000054392 HHAT
ENSG00000117625 RCOR3
ENSG00000082512 TRAF5
ENSG00000261252 RP11-318L16.6
ENSG00000170385 SLC30A1
ENSG00000123684 LPGAT1
ENSG00000229258 RP11-552D8.1
ENSG00000143493 INTS7
ENSG00000143476 DTL
ENSG00000229983 RP11-15I11.2
ENSG00000226251 RP11-15I11.3
ENSG00000066027 PPP2R5A
ENSG00000065600 TMEM206
ENSG00000117691 NENF
ENSG00000260805 RP11-61J19.4
ENSG00000162772 ATF3
ENSG00000237980 RP11-338C15.3
ENSG00000123685 BATF3
ENSG00000117697 NSL1
ENSG00000203705 TATDN3
ENSG00000185523 C1orf227
ENSG00000198468 FLVCR1-AS1
ENSG00000162769 FLVCR1
ENSG00000143494 VASH2
ENSG00000174606 ANGEL2
ENSG00000136643 RPS6KC1
ENSG00000143499 SMYD2
ENSG00000117724 CENPF
ENSG00000136636 KCTD3
ENSG00000092978 GPATCH2
ENSG00000067533 RRP15
ENSG00000092969 TGFB2
ENSG00000228208 C1orf143
ENSG00000228063 RP11-135J2.4
ENSG00000143353 LYPLAL1
ENSG00000136628 EPRS
ENSG00000162813 BPNT1
ENSG00000067704 IARS2
ENSG00000118873 RAB3GAP2
ENSG00000162817 C1orf115
ENSG00000117791 MARC2
ENSG00000186205 MARC1
ENSG00000221571 RNU6ATAC35P
ENSG00000257551 HLA-AS1
ENSG00000136630 HLX
ENSG00000143507 DUSP10
ENSG00000143498 TAF1A
ENSG00000225265 RP11-378J18.3
ENSG00000154305 MIA3
ENSG00000272750 RP11-378J18.8
ENSG00000186063 AIDA
ENSG00000162819 BROX
ENSG00000197520 FAM177B
ENSG00000228106 RP11-452F19.3
ENSG00000154309 DISP1
ENSG00000187554 TLR5
ENSG00000236846 RP11-239E10.2
ENSG00000143502 SUSD4
ENSG00000162909 CAPN2
ENSG00000143514 TP53BP2
ENSG00000272645 RP11-504P24.8
ENSG00000185495 RP11-504P24.4
ENSG00000263182 RP11-504P24.6
ENSG00000143756 FBXO28
ENSG00000143753 DEGS1
ENSG00000237101 RP11-365O16.6
ENSG00000143748 NVL
ENSG00000143771 CNIH4
ENSG00000162923 WDR26
ENSG00000143786 CNIH3
ENSG00000185842 DNAH14
ENSG00000143815 LBR
ENSG00000154380 ENAH
ENSG00000143742 SRP9
ENSG00000143819 EPHX1
ENSG00000242861 RP11-285F7.2
ENSG00000196187 TMEM63A
ENSG00000143811 PYCR2
ENSG00000143768 LEFTY2
ENSG00000143751 SDE2
ENSG00000163041 H3F3A
ENSG00000225518 RP11-396C23.2
ENSG00000182827 ACBD3
ENSG00000185155 MIXL1
ENSG00000183814 LIN9
ENSG00000143799 PARP1
ENSG00000143772 ITPKB
ENSG00000143801 PSEN2
ENSG00000163050 ADCK3
ENSG00000234277 CTD-2090I13.1
ENSG00000181450 ZNF678
ENSG00000143740 SNAP47
ENSG00000081692 JMJD4
ENSG00000154342 WNT3A
ENSG00000143761 ARF1
ENSG00000143793 C1orf35
ENSG00000162910 MRPL55
ENSG00000143774 GUK1
ENSG00000203684 IBA57-AS1
ENSG00000181873 IBA57
ENSG00000162913 C1orf145
ENSG00000154358 OBSCN
ENSG00000269934 RP5-1139B12.3
ENSG00000154370 TRIM11
ENSG00000181218 HIST3H2A
ENSG00000196890 HIST3H2BB
ENSG00000168159 RNF187
ENSG00000116574 RHOU
ENSG00000177788 RP5-1061H20.4
ENSG00000168118 RAB4A
ENSG00000154429 CCSAP
ENSG00000069248 NUP133
ENSG00000135776 ABCB10
ENSG00000135801 TAF5L
ENSG00000135763 URB2
ENSG00000228058 RP11-552D4.1
ENSG00000143641 GALNT2
ENSG00000135775 COG2
ENSG00000119280 C1orf198
ENSG00000143643 TTC13
ENSG00000173409 ARV1
ENSG00000182118 FAM89A
ENSG00000143633 C1orf131
ENSG00000116906 GNPAT
ENSG00000116903 EXOC8
ENSG00000010072 SPRTN
ENSG00000135766 EGLN1
ENSG00000233461 RP11-295G20.2
ENSG00000116918 TSNAX
ENSG00000229228 LINC00582
ENSG00000162946 DISC1
ENSG00000116991 SIPA1L2
ENSG00000212916 MAP10
ENSG00000135778 NTPCR
ENSG00000135749 PCNXL2
ENSG00000183780 SLC35F3
ENSG00000231663 RP5-827C21.4
ENSG00000168275 COA6
ENSG00000059588 TARBP1
ENSG00000168264 IRF2BP2
ENSG00000228830 RP4-781K5.2
ENSG00000237520 RP11-443B7.2
ENSG00000238005 RP11-443B7.1
ENSG00000258082 RP11-443B7.3
ENSG00000173726 TOMM20
ENSG00000188739 RBM34
ENSG00000054267 ARID4B
ENSG00000152904 GGPS1
ENSG00000116957 TBCE
ENSG00000162885 B3GALNT2
ENSG00000143669 LYST
ENSG00000116962 NID1
ENSG00000077585 GPR137B
ENSG00000086619 ERO1LB
ENSG00000186197 EDARADD
ENSG00000116977 LGALS8
ENSG00000223776 LGALS8-AS1
ENSG00000273058 RP11-385F5.5
ENSG00000119285 HEATR1
ENSG00000116984 MTR
ENSG00000133019 CHRM3
ENSG00000180875 GREM2
ENSG00000182901 RGS7
ENSG00000225554 RP11-527D7.1
ENSG00000091483 FH
ENSG00000117009 KMO
ENSG00000054277 OPN3
ENSG00000203668 CHML
ENSG00000180287 PLD5
ENSG00000214837 RP11-261C10.3
ENSG00000143702 CEP170
ENSG00000054282 SDCCAG8
ENSG00000117020 AKT3
ENSG00000179456 ZBTB18
ENSG00000229960 RP11-278H7.4
ENSG00000035687 ADSS
ENSG00000121644 DESI2
ENSG00000203667 COX20
ENSG00000188206 HNRNPU-AS1
ENSG00000153187 HNRNPU
ENSG00000273175 RP11-11N7.4
ENSG00000272195 RP11-156E8.1
ENSG00000203666 EFCAB2
ENSG00000185420 SMYD3
ENSG00000162851 TFB2M
ENSG00000162852 CNST
ENSG00000235021 RP11-439E19.7
ENSG00000143653 SCCPDH
ENSG00000153207 AHCTF1
ENSG00000135747 ZNF670
ENSG00000188295 ZNF669
ENSG00000196418 ZNF124
ENSG00000259865 RP11-488L18.10
ENSG00000162714 ZNF496
ENSG00000162711 NLRP3
ENSG00000162722 TRIM58
ENSG00000224521 RP11-438F14.3
ENSG00000183310 OR2T34
ENSG00000229703 XX-CR54.1
ENSG00000175137 SH3BP5L
ENSG00000171161 ZNF672
ENSG00000171163 ZNF692
ENSG00000185220 PGBD2
ENSG00000184731 FAM110C
ENSG00000035115 SH3YL1
ENSG00000143727 ACP1
ENSG00000151353 TMEM18
ENSG00000235688 AC116614.1
ENSG00000172554 SNTG2
ENSG00000115705 TPO
ENSG00000032389 TSSC1
ENSG00000171853 TRAPPC12
ENSG00000225234 TRAPPC12-AS1
ENSG00000182551 ADI1
ENSG00000235078 AC142528.1
ENSG00000242282 AC108488.4
ENSG00000171865 RNASEH1
ENSG00000234171 RNASEH1-AS1
ENSG00000171863 RPS7
ENSG00000134326 CMPK2
ENSG00000134321 RSAD2
ENSG00000151692 RNF144A
ENSG00000230515 AC092580.3
ENSG00000235576 AC092580.4
ENSG00000236790 LINC00299
ENSG00000236008 AC011747.4
ENSG00000235092 AC011747.7
ENSG00000115738 ID2
ENSG00000134313 KIDINS220
ENSG00000143797 MBOAT2
ENSG00000151693 ASAP2
ENSG00000119185 ITGB1BP1
ENSG00000119203 CPSF3
ENSG00000134330 IAH1
ENSG00000151694 ADAM17
ENSG00000271855 RP11-214N9.1
ENSG00000134308 YWHAQ
ENSG00000115750 TAF1B
ENSG00000269973 RP11-95D17.1
ENSG00000134317 GRHL1
ENSG00000260077 RP11-254F7.2
ENSG00000172059 KLF11
ENSG00000271787 RP11-254F7.3
ENSG00000171848 RRM2
ENSG00000115756 HPCAL1
ENSG00000115758 ODC1
ENSG00000257135 RP11-320M2.1
ENSG00000115761 NOL10
ENSG00000243819 RN7SL832P
ENSG00000143882 ATP6V1C2
ENSG00000272275 RP11-791G15.2
ENSG00000143870 PDIA6
ENSG00000271952 RP11-245G13.2
ENSG00000145063 AC062028.1
ENSG00000150873 C2orf50
ENSG00000162976 PQLC3
ENSG00000134318 ROCK2
ENSG00000169016 E2F6
ENSG00000134324 LPIN1
ENSG00000224184 AC096559.1
ENSG00000071575 TRIB2
ENSG00000151779 NBAS
ENSG00000079785 DDX1
ENSG00000197872 FAM49A
ENSG00000163029 SMC6
ENSG00000178295 GEN1
ENSG00000240857 RDH14
ENSG00000228784 LINC00954
ENSG00000183891 TTC32
ENSG00000271991 RP11-79O8.1
ENSG00000118965 WDR35
ENSG00000068697 LAPTM4A
ENSG00000223734 RP11-644K8.1
ENSG00000115884 SDC1
ENSG00000055917 PUM2
ENSG00000143878 RHOB
ENSG00000118960 HS1BP3
ENSG00000143869 GDF7
ENSG00000260396 AC012065.7
ENSG00000270100 RP11-130L8.1
ENSG00000118961 C2orf43
ENSG00000218819 TDRD15
ENSG00000233005 AC067959.1
ENSG00000119771 KLHL29
ENSG00000119778 ATAD2B
ENSG00000173960 UBXN2A
ENSG00000205639 MFSD2B
ENSG00000163026 C2orf44
ENSG00000119782 FKBP1B
ENSG00000115128 SF3B14
ENSG00000219626 FAM228B
ENSG00000115129 TP53I3
ENSG00000198399 ITSN2
ENSG00000084676 NCOA1
ENSG00000184924 PTRHD1
ENSG00000138092 CENPO
ENSG00000138031 ADCY3
ENSG00000115137 DNAJC27
ENSG00000224165 DNAJC27-AS1
ENSG00000115138 POMC
ENSG00000272048 RP11-458N5.1
ENSG00000119772 DNMT3A
ENSG00000138101 DTNB
ENSG00000224220 AC104699.1
ENSG00000143970 ASXL2
ENSG00000268412 AC013449.1
ENSG00000084733 RAB10
ENSG00000157833 GAREML
ENSG00000084754 HADHA
ENSG00000138029 HADHB
ENSG00000173567 GPR113
ENSG00000138018 EPT1
ENSG00000213699 SLC35F6
ENSG00000115163 CENPA
ENSG00000084764 MAPRE3
ENSG00000119777 TMEM214
ENSG00000084693 AGBL5
ENSG00000228474 OST4
ENSG00000138080 EMILIN1
ENSG00000138030 KHK
ENSG00000138028 CGREF1
ENSG00000143994 ABHD1
ENSG00000138073 PREB
ENSG00000138074 SLC5A6
ENSG00000138085 ATRAID
ENSG00000084774 CAD
ENSG00000163794 UCN
ENSG00000115204 MPV17
ENSG00000115207 GTF3C2
ENSG00000234072 AC074117.10
ENSG00000115211 EIF2B4
ENSG00000115234 SNX17
ENSG00000163795 ZNF513
ENSG00000115241 PPM1G
ENSG00000115216 NRBP1
ENSG00000157992 KRTCAP3
ENSG00000138002 IFT172
ENSG00000221843 C2orf16
ENSG00000243943 ZNF512
ENSG00000176714 CCDC121
ENSG00000198522 GPN1
ENSG00000119760 SUPT7L
ENSG00000163798 SLC4A1AP
ENSG00000243147 MRPL33
ENSG00000171174 RBKS
ENSG00000158019 BRE
ENSG00000075426 FOSL2
ENSG00000163803 PLB1
ENSG00000226833 AC097724.3
ENSG00000213639 PPP1CB
ENSG00000171103 TRMT61B
ENSG00000163811 WDR43
ENSG00000189350 FAM179A
ENSG00000115295 CLIP4
ENSG00000233862 AC016907.3
ENSG00000119801 YPEL5
ENSG00000213626 LBH
ENSG00000172954 LCLAT1
ENSG00000158089 GALNT14
ENSG00000013016 EHD3
ENSG00000162959 MEMO1
